Index,label,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,integer_9,integer_10,integer_11,integer_12,integer_13,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26
139542,1,11.0,187,2.0,5.0,1,0.0,91.0,7,112.0,2.0,14.0,,0.0,68fd1e64,38a947a1,2260448d,2192038e,4cf72387,7e0ccccf,bd9a3e0c,0b153874,a73ee510,54dee4bc,980e6880,f7cbe917,aef750b7,b28479f6,4b2ba50a,0c6b4ad6,e5ba7672,d5d1ae1c,,,f6e3bd9c,ad3062eb,32c7478e,9e07eb4a,,
139546,0,,3,2.0,7.0,93405.0,,0,2,20,,0,,7.0,8cf07265,38a947a1,,,4cf72387,7e0ccccf,8025502e,5b392875,7cc72ec2,c90ae1ba,bd46133b,,80467802,64c94865,e40dc223,,d4bb7bd8,d1464cb7,,,,,c7dc6720,,,
139555,1,,-1,,,5264.0,7.0,14.0,0,15.0,,2.0,1.0,,05db9164,1329e144,d13574d6,c63ceabb,25c83c98,7e0ccccf,7755a201,0b153874,a73ee510,31990058,52497132,dc416b80,1c717231,b28479f6,fc9ac63e,eb4207dd,3486227d,98bf96cf,276c2365,b1252a9d,7b213a67,,bcdee96c,5e46e18b,cb079c2d,8af93629
139562,0,0.0,0,2.0,,20505,,,16,,0.0,,,,f473b8dc,04e09220,95e13fd4,a1e6a194,25c83c98,7e0ccccf,c1158194,0b153874,a73ee510,c5f36ac2,35dc8759,8882c6cd,c1618056,b28479f6,69f825dd,23056e4f,e5ba7672,6fc84bfb,,,5155d8a3,c9d4222a,3a171ecb,ded4aac9,,
139586,0,1.0,9,1.0,4.0,465.0,8.0,1,12,126,1.0,1,,4.0,05db9164,85af3139,d032c263,c18be181,4cf72387,fbad5c96,a3579031,1f89b562,a73ee510,30040193,1054ae5c,dfbb09fb,d7ce3abd,b28479f6,af8db00e,84898b2a,e5ba7672,d4328054,,,0014c32a,ad3062eb,bcdee96c,3b183c5c,,
139642,1,2.0,17,2.0,2.0,403.0,20.0,10.0,27,257.0,1.0,3.0,2.0,2.0,68fd1e64,421b43cd,e34c314c,29998ed1,25c83c98,fbad5c96,dd028a70,0b153874,a73ee510,5ba575e7,447a6784,6aaba33c,9be66b48,b28479f6,2d0bb053,b041b04a,8efede7f,2804effd,,,723b4dfd,ad3062eb,bcdee96c,b34f3128,,
139654,0,,63,7.0,7.0,42691,,0,7,7,,0,0.0,7.0,05db9164,f3b07830,d631ea68,29859b14,4cf72387,13718bbd,9a8798e6,0b153874,a73ee510,3b08e48b,fd0dad89,cb452abc,f171ba63,b28479f6,794f6f8b,810357c7,776ce399,048d01f4,,,dc091b55,,be7c41b4,c657e6e5,,
139667,1,3.0,9,4.0,18.0,1,2.0,5,45,160,1.0,3,,2.0,8cf07265,38d50e09,9497d8ef,01aa6a49,25c83c98,7e0ccccf,ade953a9,0b153874,a73ee510,b118f931,29e4ad33,2d5cd05f,80467802,b28479f6,42b3012c,d0f2c89b,e5ba7672,582152eb,21ddcdc9,5840adea,92dabed4,,32c7478e,991d0d47,001f3601,aa5f0a15
139676,0,,0,4.0,2.0,243.0,43.0,7,8,41,,3,0.0,2.0,68fd1e64,1cfdf714,64e190e5,f4023a9f,25c83c98,fbad5c96,f913fba5,0b153874,a73ee510,3b08e48b,c05dff4b,c20baae2,a22449ca,07d13a8f,f775a6d5,498c5886,e5ba7672,e88ffc9d,423fab69,b1252a9d,6a45c22f,,c7dc6720,96ae993d,e8b83407,24f58098
139692,0,0.0,3577,3.0,2.0,2940.0,17.0,2,9,17,0.0,1,2.0,3.0,05db9164,1cfdf714,3ae69fd2,7f1931b1,4cf72387,fe6b92e5,2555b4d9,5b392875,a73ee510,f9065d00,98579192,88da707e,779f824b,b28479f6,d345b1a0,7487357c,27c07bd6,e88ffc9d,1d1eb838,a458ea53,47efafb5,,bcdee96c,005872ee,cb079c2d,001e34ee
139712,0,,2,12.0,11.0,42639.0,2383.0,0,39,117,,0,,11.0,05db9164,8084ee93,d032c263,c18be181,25c83c98,7e0ccccf,48bc161d,0b153874,a73ee510,f3678585,bda62d37,dfbb09fb,2648f8ef,07d13a8f,f3996583,84898b2a,e5ba7672,003d4f4f,,,0014c32a,,32c7478e,3b183c5c,,
139779,0,,5,6.0,9.0,33811.0,,0.0,25,9.0,,0.0,,9.0,05db9164,2c16a946,3baa29e9,64712dc5,25c83c98,fbad5c96,9a8798e6,da1ed842,a73ee510,3b08e48b,fd0dad89,b626b350,f171ba63,b28479f6,3628a186,384d2714,776ce399,e4ca448c,,,0f4d4f1a,,be7c41b4,9117a34a,,
139782,1,1.0,39,5.0,4.0,620,4.0,1,4,4,1.0,1,,4.0,5a9ed9b0,78ccd99e,b5662d75,be09328f,25c83c98,7e0ccccf,73afe74f,0b153874,a73ee510,fa7d0797,2d9eed4d,1e477425,949ea585,07d13a8f,162f3329,06af17bb,d4bb7bd8,e7e991cb,609029d1,a458ea53,2b384059,ad3062eb,3a171ecb,b9e24585,f5b6afe5,1c3621a0
139786,1,,138,35.0,1.0,10116.0,68.0,23,3,306,,12,,1.0,55845e1c,09e68b86,7afc3261,9df4bcf3,25c83c98,7e0ccccf,a4a8fd5a,0b153874,a73ee510,43a9b300,d13e1160,084c79d9,45820f61,64c94865,91126f30,6d721ee9,e5ba7672,5aed7436,55dd3565,a458ea53,e62a80df,8ec974f4,3a171ecb,7edb4b38,c0812fc5,89ee25d7
139840,0,0.0,1,47.0,18.0,4400.0,51.0,6.0,20,51.0,0.0,3.0,,18.0,05db9164,1cfdf714,b184e8ff,b989f137,25c83c98,7e0ccccf,7415122a,0b153874,a73ee510,ea6f67a2,98579192,485d87ed,779f824b,07d13a8f,f775a6d5,863c8ed0,e5ba7672,e88ffc9d,5b885066,a458ea53,5262c7be,,423fab69,24c43421,cb079c2d,3bb6f6fc
139862,1,0.0,-1,,,2776.0,101.0,180.0,25,731.0,0.0,21.0,,,05db9164,46320fff,ecbb5a5c,ab5bc535,4cf72387,7e0ccccf,4ac9db9e,1f89b562,a73ee510,3b08e48b,bc346946,18b86fc6,bcc725fc,07d13a8f,4b572351,5e228b63,e5ba7672,d981a095,21ddcdc9,b1252a9d,0ccb9bf3,c9d4222a,32c7478e,fc7d5b23,e8b83407,aa5f0a15
139863,1,,11,11.0,10.0,7092,58.0,1,11,109,,1,0.0,10.0,be589b51,207b2d81,ca01e1c1,1a978569,25c83c98,fbad5c96,fe4dce68,51d76abe,a73ee510,83ff688a,68357db6,857d5ffe,768f6658,07d13a8f,90ff0d8d,b6d01072,27c07bd6,25c88e42,21ddcdc9,5840adea,3.7139e+16,ad3062eb,32c7478e,a78905c5,001f3601,c97d7481
139877,0,9.0,1,63.0,29.0,5,29.0,9,30,29,1.0,1,,29.0,05db9164,1cfdf714,78635696,86ebb3cb,43b19349,7e0ccccf,90a2c015,0b153874,a73ee510,3b08e48b,0f736a0c,c4b64896,3af886ff,d2dfe871,1e27c4c8,f98306d8,e5ba7672,6a74e011,21ddcdc9,a458ea53,5b32827c,,423fab69,7939255b,cb079c2d,bc33111f
139909,0,4.0,47,24.0,8.0,34.0,33.0,4.0,8,8.0,1.0,1.0,,8.0,05db9164,3cb90ca3,6fecbbf3,62a969ca,25c83c98,,fa9b0b5c,5b392875,a73ee510,b7f7d54f,06474f17,2e8280f1,2ec4b007,b28479f6,c0f21d30,f688bdfd,e5ba7672,873af5c4,21ddcdc9,5840adea,8176c478,,3a171ecb,4d1bb0f3,47907db5,c29f4fe5
139935,1,0.0,39,1.0,2.0,2880.0,104.0,277.0,2,142.0,0.0,22.0,,2.0,8cf07265,a796837e,dffca8ba,0fa0d423,25c83c98,7e0ccccf,fe4dce68,0b153874,a73ee510,6a002f59,68357db6,93bab460,768f6658,cfef1c29,f0bf9094,6bb29970,e5ba7672,1cdbd1c5,,,d9d9202f,,32c7478e,8fc66e78,,
140003,0,0.0,144,12.0,15.0,4839.0,117.0,37.0,22,716.0,0.0,7.0,,15.0,5a9ed9b0,3f0d3f28,866e2110,7f262f82,4cf72387,fbad5c96,ad3508b1,0b153874,a73ee510,79f15f43,ad757a5a,7b570c07,93b18cb5,1adce6ef,14108df6,c70b9c18,e5ba7672,88416823,,,0eeb6fcd,ad3062eb,423fab69,e5fca70a,,
140034,1,35.0,78,2.0,6.0,1.0,0.0,192.0,23,1686.0,2.0,26.0,,0.0,06584483,04e09220,d507fb3f,60bac0fd,25c83c98,fbad5c96,93ec533b,5b392875,a73ee510,3b08e48b,9ffb3655,3c7ba2bb,a0874a81,051219e6,f29e2024,2f4fe648,e5ba7672,e161d23a,,,34b4de25,ad3062eb,dbb486d7,ded4aac9,,
140035,0,,176,4.0,2.0,67298,,0,2,96,,0,,2.0,05db9164,38a947a1,223b0e16,ca55061c,25c83c98,7e0ccccf,f606f91d,0b153874,7cc72ec2,e0c32f5f,7495273d,156f99ef,e97e78ef,1adce6ef,0e78291e,5fbf4a84,1e88c74f,1999bae9,,,deb9605d,,32c7478e,e448275f,,
140046,0,,3,,,70354,,,0,,,,,,05db9164,38d50e09,67dfb967,affb5937,43b19349,13718bbd,1c2bde14,0b153874,7cc72ec2,3c149ae9,47791ba3,52e69ef1,f7177056,b28479f6,42b3012c,43316c83,e5ba7672,582152eb,21ddcdc9,5840adea,86b52d5b,,32c7478e,a7d4e7e9,001f3601,984e0db0
140070,0,,86,2.0,2.0,,,0,2,2,,0,,2.0,05db9164,38a947a1,eded476a,dd416de1,25c83c98,fe6b92e5,e7698644,0b153874,7cc72ec2,3b08e48b,f9d0f35e,3dcc2635,b55434a9,1adce6ef,e0f1de3a,8c3aa0c2,2005abd1,65bcc8d8,,,0ae865be,,be7c41b4,f2c8ae40,,
140126,0,,235,7.0,2.0,428808.0,,0,2,43,,0,,2.0,68fd1e64,1cfdf714,47f0b0d2,6ffc8f28,25c83c98,3bf701e7,c86e8c6b,0b153874,7cc72ec2,853f0ce5,4d8549da,bee3806d,51b97b8f,1adce6ef,f3002fbd,a4676ba4,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,e17839cf,ad3062eb,bcdee96c,3fdb382b,e8b83407,49d68486
140181,0,0.0,0,,,1664.0,2.0,1.0,2.0,2.0,0.0,1.0,,,f473b8dc,38a947a1,4470baf4,8c8a4c47,25c83c98,7e0ccccf,9b7f373a,0b153874,a73ee510,7f518378,ec2b795a,bb669e25,a5975b1d,b28479f6,65afeec4,2b2ce127,d4bb7bd8,b133fcd4,,,2b796e4a,,423fab69,8d365d3b,,
140297,0,4.0,1,6.0,13.0,5.0,8.0,33.0,3,240.0,1.0,6.0,0.0,8.0,05db9164,0468d672,53a79aac,03138509,4cf72387,7e0ccccf,6ced8021,5b392875,a73ee510,a4fd5f7b,1a2065ce,dc85594f,1f88b095,07d13a8f,a888f201,386da210,e5ba7672,9880032b,21ddcdc9,5840adea,fcbe92e8,8ec974f4,32c7478e,696cc26c,e8b83407,01774abe
140331,0,1.0,1155,,1.0,1224.0,53.0,19.0,48,272.0,1.0,4.0,0.0,1.0,05db9164,287130e0,6b690d93,d46c3907,25c83c98,7e0ccccf,15b2e600,37e4aa92,a73ee510,1bc8a86d,d9085127,c94ebfa2,ef7e2c01,cfef1c29,b1fd7a7c,de581d6c,e5ba7672,4873986c,a153cea2,b1252a9d,34475542,,bcdee96c,5a3afc28,ea9a246c,0cac137f
140335,0,,1,5.0,11.0,25331,,0,16,85,,0,,11.0,be589b51,ae46a29d,698f2bab,f922efad,25c83c98,fbad5c96,8cf87048,64523cfa,a73ee510,3b08e48b,a12fca95,66a76a26,9b9e44d2,1adce6ef,c6a089a8,01adbab4,776ce399,e32bf683,,,21c9516a,,be7c41b4,b34f3128,,
140355,0,1.0,0,18.0,13.0,1,13.0,1.0,17,29.0,1.0,1.0,0.0,13.0,05db9164,1cfdf714,84867981,f282f3a9,25c83c98,3bf701e7,a3579031,67b76963,a73ee510,28daff0d,1054ae5c,f2102edb,d7ce3abd,1adce6ef,f3002fbd,cae23040,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,d4411bcb,,bcdee96c,3fdb382b,e8b83407,49d68486
140427,0,,18,6.0,4.0,36394.0,,0.0,6,6.0,,0.0,,4.0,2d4ea12b,38a947a1,e4320b97,b87c4e14,25c83c98,7e0ccccf,a0fe1603,51d76abe,a73ee510,a866ff7f,9ee336c5,ba962a16,094e10ad,b28479f6,a723edcb,56585789,1e88c74f,0c1cbf43,,,d3461fae,,32c7478e,b258af68,,
140467,0,60.0,18,22.0,6.0,1.0,1.0,371.0,8,22.0,4.0,35.0,,1.0,05db9164,89ddfee8,9f754b9b,a6004ec9,25c83c98,fbad5c96,1c86e0eb,0b153874,a73ee510,19d64f85,755e4a50,4252311c,5978055e,051219e6,d5223973,df731e5d,e5ba7672,5bb2ec8e,d630e5f7,a458ea53,753c342c,ad3062eb,32c7478e,b469849e,f0f449dd,b125bb1d
140473,0,,2,1.0,3.0,2966,,0,7,28,,0,,3.0,05db9164,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,f4710bb5,5b392875,a73ee510,3b08e48b,e0be7968,9f32b866,0d86025d,07d13a8f,2e7bc615,31ca40b6,776ce399,7b49e3d2,,,dfcfc3fa,,be7c41b4,aee52b6f,,
140478,0,5.0,-1,,,1081,11.0,5,4,5,1.0,1,,,05db9164,e5fb1af3,8baa6670,f568ab10,25c83c98,fbad5c96,af84702c,0b153874,a73ee510,5162b19c,7c430b79,c61380d4,7f0d7407,b28479f6,23287566,313a0762,e5ba7672,13145934,21ddcdc9,b1252a9d,261028a6,,3a171ecb,3fdb382b,e8b83407,49d68486
140506,1,4.0,531,,0.0,11,0.0,50,5,16,3.0,18,0.0,0.0,05db9164,1cfdf714,f18cef14,13508380,4cf72387,7e0ccccf,27c992fb,5b392875,a73ee510,758bcead,838d6a6a,9617a7dd,c91ba988,07d13a8f,e439dd9b,1e7b375d,3486227d,9df49ecd,2b558521,b1252a9d,20278956,,423fab69,45ab94c8,cb079c2d,c84c4aec
140517,1,0.0,0,1.0,,1339,6.0,19,8,51,0.0,5,0.0,,05db9164,2eb7b10e,d33e47a9,684abf7b,25c83c98,7e0ccccf,d5630477,67b76963,a73ee510,1a88cf9b,5cce7078,950705d9,11fa2c12,1adce6ef,0816fba2,708f5460,e5ba7672,21eb63af,,,3d9bb109,,55dd3565,45b2acf4,,
140557,0,2.0,1,5.0,,478.0,3.0,2,0,0,1.0,1,,,05db9164,09e68b86,8b4ae3a9,770e7839,25c83c98,7e0ccccf,437e46f0,0b153874,a73ee510,afbc3455,5adcba72,cbc8d05b,5b6ee19d,64c94865,91126f30,eba85660,07c540c4,5aed7436,9437f62f,a458ea53,8eb06e23,,32c7478e,38b7753f,e8b83407,355a8ecb
140560,0,,-1,,,2941,485.0,0,2,70,,0,,,68fd1e64,1cfdf714,5f41f935,145cf0bd,43b19349,fbad5c96,78dcd87f,5b392875,a73ee510,eb30547e,8aa7f20a,82301061,706a14b0,687dfaf4,a54fca2b,7537b98b,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,5703e7fe,,3a171ecb,93729d0f,cb079c2d,d0880ae5
140586,1,7.0,0,1.0,,1202,0.0,469.0,0,116.0,1.0,35.0,0.0,,17f69355,1cfdf714,6a8a5749,8993bb32,25c83c98,7e0ccccf,0df4df10,0b153874,a73ee510,acccca1c,4d8549da,ae04ec17,51b97b8f,051219e6,af56328b,8474a1c8,8efede7f,e88ffc9d,083e89d9,a458ea53,1fbbe86f,,3a171ecb,3fdb382b,cb079c2d,49d68486
140588,0,,-1,,,8252,688.0,0,3,45,,0,,,5a9ed9b0,bf58e3e3,ff92fbfe,2091baca,307e775a,7e0ccccf,1f2bade2,0b153874,a73ee510,2a3e4581,c81aba6a,863480c7,16563886,cf1fc48d,f81cb17b,13798f0b,07c540c4,427f76d8,,,d991438c,,3a171ecb,36125f5d,,
140592,0,1.0,6,,1.0,1379,1.0,9,8,16,0.0,2,,1.0,05db9164,f6f4fe4b,29042d0c,962e2053,25c83c98,fe6b92e5,2e67d537,0b153874,a73ee510,6100a91c,afdd3fca,260ef2b6,d77a196a,64c94865,0ebc8ddf,7af48a61,e5ba7672,0705fb3d,,,1b245167,,3a171ecb,de7d4fce,,
140668,0,0.0,9,2.0,2.0,4040.0,59.0,23.0,9,146.0,0.0,5.0,,2.0,87552397,2c16a946,07882845,48bd2f24,4cf72387,7e0ccccf,293d71dc,0b153874,a73ee510,4513f868,ceb943bc,b370130e,6726c9f7,07d13a8f,e083c32b,281f4b70,e5ba7672,96af95cc,,,47be9174,,32c7478e,9117a34a,,
140676,0,10.0,1,4.0,6.0,542,22.0,10,11,10,2.0,2,,6.0,5a9ed9b0,2ae0a573,c5d94b65,5cc8f91d,25c83c98,,95402f9a,0b153874,a73ee510,fbbf2c95,c82f1813,75c79158,949ea585,b28479f6,8cd0367d,208d4baf,e5ba7672,4ff1b968,,,6a909d9a,,32c7478e,1f68c81f,,
140700,0,,-1,,,10051,202.0,28,8,1032,,7,0.0,,5bfa8ab5,ad4527a2,c02372d0,d34ebbaa,4cf72387,7e0ccccf,97ee108d,1f89b562,a73ee510,752c830e,89103b4b,14d63538,a566e4af,ad1cc976,f9d1382e,b00d3dc9,3486227d,cdfa8259,,,20062612,,c3dc6cef,1b256e61,,
140725,0,10.0,0,36.0,11.0,15.0,11.0,12.0,11,13.0,1.0,2.0,,11.0,05db9164,1cfdf714,224b1721,380c03dd,4cf72387,7e0ccccf,7195046d,0b153874,a73ee510,b90dbc4e,4d8549da,87557183,51b97b8f,0601d3b5,f107d273,6e0bcea4,e5ba7672,e88ffc9d,c7dc6720,b1252a9d,aee92fad,,3a171ecb,992bbff0,cb079c2d,5240a000
140731,0,0.0,19,76.0,35.0,8,79.0,26,35,46,0.0,4,,32.0,d4b08d58,e9ac66c5,83471565,7790bfab,25c83c98,7e0ccccf,3da890e4,62c159ed,a73ee510,db5eb19d,1d53f0ca,66b1e155,58b27a4b,07d13a8f,fc45bcbf,f5c0df64,e5ba7672,e85b49c7,,,6630794a,,3a171ecb,2e661f08,,
140744,0,,1,5.0,8.0,59050,,0,16,3,,0,,8.0,05db9164,8084ee93,02cf9876,c18be181,25c83c98,fbad5c96,74752b9b,0b153874,7cc72ec2,2188411d,3db1963c,8fe001f4,5dd86246,b28479f6,b2ff8c6b,36103458,07c540c4,52e44668,,,e587c466,,be7c41b4,3b183c5c,,
140792,0,2.0,1,10.0,7.0,578.0,9.0,2,10,9,1.0,1,,7.0,05db9164,1cfdf714,551cb1a4,b5fb6223,25c83c98,7e0ccccf,f376e33a,51d76abe,a73ee510,8228dde1,1333e775,a4074146,13b025c3,0601d3b5,f107d273,94be68de,07c540c4,e88ffc9d,cb9d08a1,a458ea53,bc4f8133,,3a171ecb,fd1512d4,e8b83407,e5ef5e89
140917,0,,180,,,6904.0,,0.0,5.0,14.0,,0.0,,,9a89b36c,38a947a1,223b0e16,ca55061c,0942e0a7,fbad5c96,81bb0302,5b392875,a73ee510,3b08e48b,b7094596,156f99ef,1f9d2c38,b28479f6,42e41d92,5fbf4a84,776ce399,1999bae9,,,deb9605d,,32c7478e,e448275f,,
140958,0,1.0,29,4.0,5.0,1288.0,36.0,4.0,48,64.0,1.0,3.0,,6.0,05db9164,dde11b16,63f98b5e,8cc7b33b,b2241560,7e0ccccf,b77d7b90,5b392875,a73ee510,4d6d4a50,8d689bd2,7becd6e7,81621307,b28479f6,53c5f305,eca39129,e5ba7672,43dfe9bd,,,cf158609,,3a171ecb,10b3e56d,,
140963,1,,-1,,,9836,31.0,1,0,25,,1,,,6ca3af46,38a947a1,,,5a3e1872,6f6d9be8,c0224b89,0b153874,a73ee510,3b08e48b,30b240f3,,f3437620,07d13a8f,f8567d10,,e5ba7672,218cd882,,,,,32c7478e,,,
140974,0,15.0,4,6.0,17.0,51,17.0,15,18,17,1.0,1,,17.0,05db9164,421b43cd,ff26e48e,29998ed1,43b19349,fe6b92e5,9ffbc792,0b153874,a73ee510,abe83803,6ae20392,6aaba33c,78644930,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,dbb486d7,b34f3128,,
141033,0,,104,12.0,2.0,580.0,77.0,9.0,3,75.0,,2.0,0.0,3.0,05db9164,db2905e6,fcfbfaf8,6de6fa24,4cf72387,,2903ead3,c8ddd494,a73ee510,b1ed2e73,a0a5e9d7,bc315808,ee79db7b,b28479f6,b927d122,3eef634f,3486227d,2a92b119,21ddcdc9,5840adea,81aee2e7,,32c7478e,b1ec9c5d,e8b83407,69148c9d
141039,0,,-1,131.0,10.0,1107.0,,0.0,34,35.0,,0.0,,24.0,05db9164,b1f0fea7,003f419b,ff852091,25c83c98,fbad5c96,54101588,37e4aa92,a73ee510,3b08e48b,213da3f4,349450bc,2ea53cd2,1adce6ef,11b334da,6615ffe6,776ce399,c90735c5,21ddcdc9,5840adea,3dd38d65,,423fab69,c2fe6ca4,1575c75f,984e0db0
141042,0,5.0,21,1.0,1.0,709,51.0,10,17,18,1.0,2,0.0,1.0,05db9164,a796837e,42db3232,e3cc371a,43b19349,fbad5c96,dc7659bd,0b153874,a73ee510,299aecf1,e51ddf94,c9669737,3516f6e6,cfef1c29,f0bf9094,c4de5bba,27c07bd6,1cdbd1c5,,,288eaded,c9d4222a,3a171ecb,8fc66e78,,
141072,1,,0,9.0,4.0,8203.0,38.0,9.0,5,49.0,,2.0,,4.0,05db9164,3cb90ca3,fcb41ca7,8302d6b2,25c83c98,7e0ccccf,0d21cab2,0b153874,a73ee510,96fc0b70,1ad9245a,c62fc060,b96c41d3,f7c1b33f,747cb16e,25a6dda9,e5ba7672,873af5c4,21ddcdc9,5840adea,e759c46c,,32c7478e,88825378,e8b83407,a14bfba6
141080,0,,26,3.0,1.0,5692.0,,0,17,26,,0,,1.0,05db9164,0b8e9caf,29d2d909,748540db,4cf72387,6f6d9be8,4bd081bf,0b153874,a73ee510,3b08e48b,2271d551,2e4d1160,0092602c,b28479f6,7d4df900,30235be8,776ce399,ca6a63cf,,,bb8f70e3,,be7c41b4,08b0ce98,,
141176,1,2.0,35,22.0,12.0,450.0,12.0,9.0,13,17.0,1.0,3.0,0.0,12.0,05db9164,09e68b86,0b03f43f,fe72cef1,25c83c98,,b87f4a4a,0b153874,a73ee510,e70742b0,319687c9,a79c266d,62036f49,b28479f6,52baadf5,6c3c8c53,e5ba7672,5aed7436,dcb7a0e1,b1252a9d,f46ca6af,,32c7478e,1793a828,e8b83407,8c53c771
141235,1,0.0,21,1.0,,6636.0,242.0,15.0,1,3.0,0.0,1.0,,,68fd1e64,207b2d81,365d1d63,e9370452,25c83c98,7e0ccccf,4aa938fc,5b392875,a73ee510,f050c183,7e40f08a,8ff467ea,1aa94af3,64c94865,11b2ae92,acf5f625,e5ba7672,395856b0,21ddcdc9,a458ea53,b6af5d81,c9d4222a,32c7478e,27e81296,001f3601,81be451e
141246,0,,-1,,,30048,,0.0,0,26.0,,0.0,,,8cf07265,1cfdf714,164dae6c,58eb254b,25c83c98,fbad5c96,6f441cf5,0b153874,7cc72ec2,31990058,1054ae5c,51fafd5e,d7ce3abd,b28479f6,d345b1a0,6553a86c,1e88c74f,e88ffc9d,1d1eb838,b1252a9d,0cadb91d,ad3062eb,bcdee96c,6a8e9007,cb079c2d,457ebcef
141258,0,,-1,,,6049,20.0,3,0,1,,1,,,68fd1e64,f6f4fe4b,d1be32db,2dee2a8b,25c83c98,,bc7e9cb5,0b153874,a73ee510,7e0d83d4,ba1ff80a,a93dd4df,b95f83fa,07d13a8f,9ca59173,ae25507c,07c540c4,ca5a75f3,,,800513df,,32c7478e,51360e73,,
141269,1,19.0,3303,2.0,1.0,610.0,3.0,24.0,15,48.0,1.0,4.0,,2.0,05db9164,1cfdf714,cc7554d0,ec674245,f3474129,7e0ccccf,90a2c015,0b153874,a73ee510,edd13d14,0f736a0c,e1b052ce,3af886ff,051219e6,af56328b,72d8b708,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,ed5cff9f,,423fab69,3fdb382b,cb079c2d,49d68486
141303,0,,30,3.0,2.0,1968.0,3.0,1.0,2,3.0,,1.0,,2.0,68fd1e64,083aa75b,b00d1501,d16679b9,4cf72387,7e0ccccf,d2d741ca,0b153874,a73ee510,3b08e48b,ea4adb47,e0d76380,05781932,b28479f6,4e47e13c,1203a270,776ce399,06747363,21ddcdc9,b1252a9d,73d06dde,,bcdee96c,aee52b6f,e8b83407,f8d62db8
141312,0,,1176,1.0,0.0,,,,2,,,,,2.0,68fd1e64,d833535f,d032c263,c18be181,43b19349,fe6b92e5,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,dfbb09fb,80467802,f862f261,fa461c15,84898b2a,2005abd1,42a2edb9,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
141329,1,0.0,1,18.0,17.0,372.0,22.0,121,20,168,0.0,12,0.0,17.0,05db9164,287130e0,09deecb0,8e47bc9c,25c83c98,6f6d9be8,fb82cfe5,985e3fcb,a73ee510,eff5602f,9ee336c5,a3f233b6,094e10ad,b28479f6,9efd8b77,e6e4c42a,e5ba7672,891589e7,55dd3565,a458ea53,3ee7d69a,,32c7478e,ebdbe475,3d2bedd7,cdcff8a3
141352,0,1.0,1,9.0,2.0,1185.0,4.0,1,8,86,1.0,1,,2.0,68fd1e64,1cfdf714,59ee5d15,90b089a9,25c83c98,fe6b92e5,7195046d,0b153874,a73ee510,3c7f8715,4d8549da,90dfb495,51b97b8f,d2dfe871,ca8b2a1a,31af4795,e5ba7672,e88ffc9d,c453eb25,a458ea53,6e1963f6,ad3062eb,3a171ecb,3fdb382b,cb079c2d,64f08cc6
141358,0,,15,69.0,3.0,93013,,0,3,42,,0,,3.0,05db9164,1cfdf714,4c94d016,ebc7272b,25c83c98,3bf701e7,6f441cf5,0b153874,7cc72ec2,14514389,1054ae5c,c6cbcbbf,d7ce3abd,1adce6ef,f3002fbd,07bc8376,1e88c74f,e88ffc9d,21ddcdc9,a458ea53,b1b40f19,,bcdee96c,105aa545,cb079c2d,ac9dc654
141360,0,,-1,4.0,3.0,3631,79.0,5,1,165,,4,,3.0,5a9ed9b0,1cfdf714,9914bd3e,eecf1d9c,4cf72387,,b5ae52c2,0b153874,a73ee510,5162b19c,6a7453d3,44fe97a5,d2243160,07d13a8f,f775a6d5,ee7e1bc5,e5ba7672,e88ffc9d,83a6a781,a458ea53,88cb29b2,,32c7478e,afaecfb9,cb079c2d,e738d3f2
141413,0,0.0,2,28.0,12.0,4484.0,37.0,2.0,11,14.0,0.0,1.0,,12.0,05db9164,4322636e,75fb3df9,f0121ff8,25c83c98,7e0ccccf,e1c5f21d,0b153874,a73ee510,447c5fc0,d7ee407e,dfe41398,1a7b6bdf,b28479f6,55ef2202,712420e8,07c540c4,9d3171e9,21ddcdc9,5840adea,29019d7a,8ec974f4,32c7478e,c9c24a79,ea9a246c,cfd96da1
141451,1,2.0,0,5.0,3.0,38,1.0,18.0,3,71.0,1.0,6.0,,1.0,05db9164,1cfdf714,14f5b6af,1d9255ba,4cf72387,,90a2c015,1f89b562,a73ee510,3b08e48b,0f736a0c,49a355cc,3af886ff,b28479f6,d345b1a0,8b0bf72f,e5ba7672,e88ffc9d,e3b5ceb7,b1252a9d,cd29dae6,,423fab69,f87cca3f,e8b83407,08b44c88
